"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","qtrly_estabs_count","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs_count","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_count_chg","oty_qtrly_estabs_count_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"US000","1","1142","16","0","2020","1","","U.S. TOTAL","Federal Government","NAICS 1142 Hunting and trapping","National, NAICS 4-digit -- by ownership sector","All establishment sizes",1,9,8,9,52473,0,0,466,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,0,0.0,-3,-27.3,-2,-18.2,4123,8.5,0,0.0,0,0.0,106,29.4
"US000","1","11421","17","0","2020","1","","U.S. TOTAL","Federal Government","NAICS 11421 Hunting and trapping","National, NAICS 5-digit -- by ownership sector","All establishment sizes",1,9,8,9,52473,0,0,466,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,0,0.0,-3,-27.3,-2,-18.2,4123,8.5,0,0.0,0,0.0,106,29.4
"US000","1","114210","18","0","2020","1","","U.S. TOTAL","Federal Government","NAICS 114210 Hunting and trapping","National, NAICS 6-digit -- by ownership sector","All establishment sizes",1,9,8,9,52473,0,0,466,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,0,0.0,-3,-27.3,-2,-18.2,4123,8.5,0,0.0,0,0.0,106,29.4
"US000","1","22","14","0","2020","1","","U.S. TOTAL","Federal Government","NAICS 22 Utilities","National, NAICS Sector -- by ownership sector","All establishment sizes",156,11363,11352,11339,369370246,0,0,2503,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-52,-0.5,-84,-0.7,-125,-1.1,47018192,14.6,0,0.0,0,0.0,335,15.5
"US000","1","221","15","0","2020","1","","U.S. TOTAL","Federal Government","NAICS 221 Utilities","National, NAICS 3-digit -- by ownership sector","All establishment sizes",156,11363,11352,11339,369370246,0,0,2503,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-52,-0.5,-84,-0.7,-125,-1.1,47018192,14.6,0,0.0,0,0.0,335,15.5
"US000","1","2211","16","0","2020","1","","U.S. TOTAL","Federal Government","NAICS 2211 Power generation and supply","National, NAICS 4-digit -- by ownership sector","All establishment sizes",150,10604,10589,10584,352866500,0,0,2563,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",1,0.7,-50,-0.5,-84,-0.8,-108,-1.0,47239710,15.5,0,0.0,0,0.0,360,16.3
"US000","1","22111","17","0","2020","1","","U.S. TOTAL","Federal Government","NAICS 22111 Electric power generation","National, NAICS 5-digit -- by ownership sector","All establishment sizes",71,7840,7831,7827,251021299,0,0,2465,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",1,1.4,-57,-0.7,-86,-1.1,-111,-1.4,40988607,19.5,0,0.0,0,0.0,424,20.8
"US000","1","221111","18","0","2020","1","","U.S. TOTAL","Federal Government","NAICS 221111 Hydroelectric power generation","National, NAICS 6-digit -- by ownership sector","All establishment sizes",62,5878,5869,5883,181575607,0,0,2377,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-37,-0.6,-70,-1.2,-72,-1.2,23558262,14.9,0,0.0,0,0.0,329,16.1
"US000","1","221112","18","0","2020","1","","U.S. TOTAL","Federal Government","NAICS 221112 Fossil fuel electric power generation","National, NAICS 6-digit -- by ownership sector","All establishment sizes",6,623,621,606,18670617,0,0,2329,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-43,-6.5,-43,-6.5,-55,-8.3,1439253,8.4,0,0.0,0,0.0,332,16.6
"US000","1","221113","18","0","2020","1","","U.S. TOTAL","Federal Government","NAICS 221113 Nuclear electric power generation","National, NAICS 6-digit -- by ownership sector","All establishment sizes",3,1339,1341,1338,50775075,0,0,2916,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",1,50.0,23,1.7,27,2.1,16,1.2,15991092,46.0,0,0.0,0,0.0,885,43.6
"US000","1","22112","17","0","2020","1","","U.S. TOTAL","Federal Government","NAICS 22112 Electric power transmission and distribution","National, NAICS 5-digit -- by ownership sector","All establishment sizes",79,2764,2758,2757,101845201,0,0,2839,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,7,0.3,2,0.1,3,0.1,6251103,6.5,0,0.0,0,0.0,171,6.4
"US000","1","221121","18","0","2020","1","","U.S. TOTAL","Federal Government","NAICS 221121 Electric bulk power transmission and control","National, NAICS 6-digit -- by ownership sector","All establishment sizes",40,1977,1980,1980,75587150,0,0,2938,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,21,1.1,20,1.0,22,1.1,1629227,2.2,0,0.0,0,0.0,32,1.1
"US000","1","221122","18","0","2020","1","","U.S. TOTAL","Federal Government","NAICS 221122 Electric power distribution","National, NAICS 6-digit -- by ownership sector","All establishment sizes",39,787,778,777,26258051,0,0,2587,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-14,-1.7,-18,-2.3,-19,-2.4,4621876,21.4,0,0.0,0,0.0,501,24.0
"US000","1","2213","16","0","2020","1","","U.S. TOTAL","Federal Government","NAICS 2213 Water, sewage and other systems","National, NAICS 4-digit -- by ownership sector","All establishment sizes",6,759,763,755,16503746,0,0,1673,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-1,-14.3,-2,-0.3,0,0.0,-17,-2.2,-221518,-1.3,0,0.0,0,0.0,-8,-0.5
"US000","1","22131","17","0","2020","1","","U.S. TOTAL","Federal Government","NAICS 22131 Water supply and irrigation systems","National, NAICS 5-digit -- by ownership sector","All establishment sizes",6,759,763,755,16503746,0,0,1673,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-1,-14.3,-2,-0.3,0,0.0,-17,-2.2,-221518,-1.3,0,0.0,0,0.0,-8,-0.5
"US000","1","221310","18","0","2020","1","","U.S. TOTAL","Federal Government","NAICS 221310 Water supply and irrigation systems","National, NAICS 6-digit -- by ownership sector","All establishment sizes",6,759,763,755,16503746,0,0,1673,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-1,-14.3,-2,-0.3,0,0.0,-17,-2.2,-221518,-1.3,0,0.0,0,0.0,-8,-0.5
"US000","1","23","14","0","2020","1","","U.S. TOTAL","Federal Government","NAICS 23 Construction","National, NAICS Sector -- by ownership sector","All establishment sizes",2,4,4,4,178933,0,0,3441,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-4,-50.0,-4,-50.0,-4,-50.0,46977,35.6,0,0.0,0,0.0,2172,171.2
"US000","1","237","15","0","2020","1","","U.S. TOTAL","Federal Government","NAICS 237 Heavy and civil engineering construction","National, NAICS 3-digit -- by ownership sector","All establishment sizes",2,4,4,4,178933,0,0,3441,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-4,-50.0,-4,-50.0,-4,-50.0,46977,35.6,0,0.0,0,0.0,2172,171.2
"US000","1","2371","16","0","2020","1","","U.S. TOTAL","Federal Government","NAICS 2371 Utility system construction","National, NAICS 4-digit -- by ownership sector","All establishment sizes",2,4,4,4,178933,0,0,3441,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-4,-50.0,-4,-50.0,-4,-50.0,46977,35.6,0,0.0,0,0.0,2172,171.2
"US000","1","23713","17","0","2020","1","","U.S. TOTAL","Federal Government","NAICS 23713 Power and communication system construction","National, NAICS 5-digit -- by ownership sector","All establishment sizes",2,4,4,4,178933,0,0,3441,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-4,-50.0,-4,-50.0,-4,-50.0,46977,35.6,0,0.0,0,0.0,2172,171.2
"US000","1","237130","18","0","2020","1","","U.S. TOTAL","Federal Government","NAICS 237130 Power and communication system construction","National, NAICS 6-digit -- by ownership sector","All establishment sizes",2,4,4,4,178933,0,0,3441,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-4,-50.0,-4,-50.0,-4,-50.0,46977,35.6,0,0.0,0,0.0,2172,171.2
"US000","1","31-33","14","0","2020","1","","U.S. TOTAL","Federal Government","NAICS 31-33 Manufacturing","National, NAICS Sector -- by ownership sector","All establishment sizes",46,50424,50653,50797,1007751822,0,0,1531,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-1,-2.1,1018,2.1,1099,2.2,958,1.9,37224235,3.8,0,0.0,0,0.0,26,1.7
"US000","1","323","15","0","2020","1","","U.S. TOTAL","Federal Government","NAICS 323 Printing and related support activities","National, NAICS 3-digit -- by ownership sector","All establishment sizes",18,2704,2718,2711,66722211,0,0,1893,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-65,-2.3,-23,-0.8,-36,-1.3,1971787,3.0,0,0.0,0,0.0,83,4.6
"US000","1","3231","16","0","2020","1","","U.S. TOTAL","Federal Government","NAICS 3231 Printing and related support activities","National, NAICS 4-digit -- by ownership sector","All establishment sizes",18,2704,2718,2711,66722211,0,0,1893,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-65,-2.3,-23,-0.8,-36,-1.3,1971787,3.0,0,0.0,0,0.0,83,4.6
"US000","1","32311","17","0","2020","1","","U.S. TOTAL","Federal Government","NAICS 32311 Printing","National, NAICS 5-digit -- by ownership sector","All establishment sizes",18,2704,2718,2711,66722211,0,0,1893,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-65,-2.3,-23,-0.8,-36,-1.3,1971787,3.0,0,0.0,0,0.0,83,4.6
"US000","1","323111","18","0","2020","1","","U.S. TOTAL","Federal Government","NAICS 323111 Commercial printing, except screen and books","National, NAICS 6-digit -- by ownership sector","All establishment sizes",6,1123,1141,1130,30201348,0,0,2053,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-15,-1.3,13,1.2,-6,-0.5,767208,2.6,0,0.0,0,0.0,56,2.8
"US000","1","323117","18","0","2020","1","","U.S. TOTAL","Federal Government","NAICS 323117 Books printing","National, NAICS 6-digit -- by ownership sector","All establishment sizes",12,1581,1577,1581,36520863,0,0,1778,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-50,-3.1,-36,-2.2,-30,-1.9,1204579,3.4,0,0.0,0,0.0,99,5.9
"US000","1","332","15","0","2020","1","","U.S. TOTAL","Federal Government","NAICS 332 Fabricated metal product manufacturing","National, NAICS 3-digit -- by ownership sector","All establishment sizes",5,4463,4436,4440,82178951,0,0,1422,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-1,-16.7,-42,-0.9,-53,-1.2,-44,-1.0,-10365210,-11.2,0,0.0,0,0.0,-163,-10.3
"US000","1","3321","16","0","2020","1","","U.S. TOTAL","Federal Government","NAICS 3321 Forging and stamping","National, NAICS 4-digit -- by ownership sector","All establishment sizes",1,324,321,322,9401244,0,0,2244,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-1,-0.3,5,1.6,7,2.2,407476,4.5,0,0.0,0,0.0,73,3.4
"US000","1","33211","17","0","2020","1","","U.S. TOTAL","Federal Government","NAICS 33211 Forging and stamping","National, NAICS 5-digit -- by ownership sector","All establishment sizes",1,324,321,322,9401244,0,0,2244,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-1,-0.3,5,1.6,7,2.2,407476,4.5,0,0.0,0,0.0,73,3.4
"US000","1","332119","18","0","2020","1","","U.S. TOTAL","Federal Government","NAICS 332119 Other metal stamping, except automotive","National, NAICS 6-digit -- by ownership sector","All establishment sizes",1,324,321,322,9401244,0,0,2244,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-1,-0.3,5,1.6,7,2.2,407476,4.5,0,0.0,0,0.0,73,3.4
"US000","1","3329","16","0","2020","1","","U.S. TOTAL","Federal Government","NAICS 3329 Other fabricated metal product manufacturing","National, NAICS 4-digit -- by ownership sector","All establishment sizes",4,4139,4115,4118,72777707,0,0,1357,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-1,-20.0,-41,-1.0,-58,-1.4,-51,-1.2,-10772686,-12.9,0,0.0,0,0.0,-183,-11.9
"US000","1","33299","17","0","2020","1","","U.S. TOTAL","Federal Government","NAICS 33299 All other fabricated metal product mfg.","National, NAICS 5-digit -- by ownership sector","All establishment sizes",4,4139,4115,4118,72777707,0,0,1357,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-1,-20.0,-41,-1.0,-58,-1.4,-51,-1.2,-10772686,-12.9,0,0.0,0,0.0,-183,-11.9
"US000","1","332993","18","0","2020","1","","U.S. TOTAL","Federal Government","NAICS 332993 Ammunition, except small arms, manufacturing","National, NAICS 6-digit -- by ownership sector","All establishment sizes",1,1765,1754,1757,27313023,0,0,1195,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-77,-4.2,-77,-4.2,-66,-3.6,-3594112,-11.6,0,0.0,0,0.0,-103,-7.9
"US000","1","332994","18","0","2020","1","","U.S. TOTAL","Federal Government","NAICS 332994 Small arms and ordnance manufacturing","National, NAICS 6-digit -- by ownership sector","All establishment sizes",3,2374,2361,2361,45464684,0,0,1479,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-1,-25.0,36,1.5,19,0.8,15,0.6,-7178574,-13.6,0,0.0,0,0.0,-250,-14.5
"US000","1","336","15","0","2020","1","","U.S. TOTAL","Federal Government","NAICS 336 Transportation equipment manufacturing","National, NAICS 3-digit -- by ownership sector","All establishment sizes",15,42479,42725,42870,844071999,0,0,1521,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,1135,2.7,1178,2.8,1045,2.5,45094599,5.6,0,0.0,0,0.0,43,2.9
"US000","1","3364","16","0","2020","1","","U.S. TOTAL","Federal Government","NAICS 3364 Aerospace product and parts manufacturing","National, NAICS 4-digit -- by ownership sector","All establishment sizes",1,2891,2901,2929,49047236,0,0,1298,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,92,3.3,64,2.3,99,3.5,-4284602,-8.0,0,0.0,0,0.0,-156,-10.7
"US000","1","33641","17","0","2020","1","","U.S. TOTAL","Federal Government","NAICS 33641 Aerospace product and parts manufacturing","National, NAICS 5-digit -- by ownership sector","All establishment sizes",1,2891,2901,2929,49047236,0,0,1298,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,92,3.3,64,2.3,99,3.5,-4284602,-8.0,0,0.0,0,0.0,-156,-10.7
"US000","1","336411","18","0","2020","1","","U.S. TOTAL","Federal Government","NAICS 336411 Aircraft manufacturing","National, NAICS 6-digit -- by ownership sector","All establishment sizes",1,2891,2901,2929,49047236,0,0,1298,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,92,3.3,64,2.3,99,3.5,-4284602,-8.0,0,0.0,0,0.0,-156,-10.7
"US000","1","3366","16","0","2020","1","","U.S. TOTAL","Federal Government","NAICS 3366 Ship and boat building","National, NAICS 4-digit -- by ownership sector","All establishment sizes",14,39588,39824,39941,795024763,0,0,1537,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,1043,2.7,1114,2.9,946,2.4,49379201,6.6,0,0.0,0,0.0,57,3.9
"US000","1","33661","17","0","2020","1","","U.S. TOTAL","Federal Government","NAICS 33661 Ship and boat building","National, NAICS 5-digit -- by ownership sector","All establishment sizes",14,39588,39824,39941,795024763,0,0,1537,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,1043,2.7,1114,2.9,946,2.4,49379201,6.6,0,0.0,0,0.0,57,3.9
"US000","1","336611","18","0","2020","1","","U.S. TOTAL","Federal Government","NAICS 336611 Ship building and repairing","National, NAICS 6-digit -- by ownership sector","All establishment sizes",14,39588,39824,39941,795024763,0,0,1537,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,1043,2.7,1114,2.9,946,2.4,49379201,6.6,0,0.0,0,0.0,57,3.9
